     0.63598031E+000     0.39789269E+001    -0.70001159E+000     0.00000000E+000     0.55413331E-002     0.19172152E-001    -0.40430149E-002     0.00000000E+000     0.10187013E+001     0.17916934E+000    -0.75171444E-001     0.00000000E+000     0.18000000E+000     0.00000000E+000     0.14438325E+000     0.00000000E+000     0.00000000E+000     0.31536488E-001     0.59889691E-004     0.28583096E-003    -0.12480063E-003     0.00000000E+000     0.16600319E-002     0.65863868E-004     0.00000000E+000     0.19456020E-002     0.00000000E+000    -0.35475505E-002     0.00000000E+000
     0.63000241E+000     0.43252924E+001     0.39837138E+000     0.00000000E+000     0.53941661E-001     0.80000000E-001    -0.51152174E-002     0.00000000E+000     0.10281914E+001     0.23761327E+000    -0.26786235E-001     0.00000000E+000     0.18000000E+000     0.00000000E+000     0.14438325E+000     0.00000000E+000     0.00000000E+000     0.31536488E-001     0.59674346E-004     0.28221700E-003    -0.31608492E-004     0.00000000E+000     0.14161314E-002    -0.98178394E-007     0.00000000E+000     0.16604956E-002     0.00000000E+000    -0.30177188E-002     0.00000000E+000
     0.63004238E+000    -0.45965527E+001     0.39573871E+000     0.00000000E+000     0.41762774E-001    -0.80000000E-001    -0.26528903E-001     0.00000000E+000     0.10115690E+001    -0.10018469E+000    -0.11504305E+000     0.00000000E+000     0.18000000E+000     0.00000000E+000     0.14438325E+000     0.00000000E+000     0.00000000E+000     0.31536488E-001     0.29948513E-004    -0.11721417E-003    -0.17275224E-003     0.00000000E+000     0.15753634E-002    -0.12297954E-003     0.00000000E+000     0.17701979E-002     0.00000000E+000    -0.33169401E-002     0.00000000E+000
     0.63000815E+000    -0.45005122E+001    -0.39677263E+000     0.00000000E+000     0.43930975E-001    -0.80000000E-001     0.70918704E-002     0.00000000E+000     0.10162106E+001    -0.14179492E+000    -0.11215255E+000     0.00000000E+000     0.18000000E+000     0.00000000E+000     0.14438325E+000     0.00000000E+000     0.00000000E+000     0.31536488E-001     0.36320209E-004    -0.16217004E-003    -0.13840368E-003     0.00000000E+000     0.14588318E-002    -0.21219456E-003     0.00000000E+000     0.17911670E-002     0.00000000E+000    -0.32149444E-002     0.00000000E+000
     0.62809678E+000     0.41507991E+001    -0.30500061E+000     0.00000000E+000     0.41951160E-001     0.60827848E-001    -0.29982210E-001     0.00000000E+000     0.10226575E+001     0.20522998E+000    -0.60902431E-001     0.00000000E+000     0.18000000E+000     0.00000000E+000     0.14438325E+000     0.00000000E+000     0.00000000E+000     0.31536488E-001     0.58230287E-004     0.25864591E-003    -0.81743791E-004     0.00000000E+000     0.14095778E-002     0.25019668E-004     0.00000000E+000     0.16611056E-002     0.00000000E+000    -0.30136149E-002     0.00000000E+000
     0.66656679E+000     0.39954177E+001     0.15792568E+001     0.00000000E+000     0.42773225E-003     0.12539158E-002     0.27699756E-003     0.00000000E+000     0.10254830E+001     0.21966081E+000     0.58003545E-001     0.00000000E+000     0.18000000E+000     0.00000000E+000     0.14438325E+000     0.00000000E+000     0.00000000E+000     0.31536488E-001     0.12963308E-003     0.56919544E-003     0.14598065E-003     0.00000000E+000     0.27217454E-002    -0.88493721E-004     0.00000000E+000     0.29024704E-002     0.00000000E+000    -0.54970570E-002     0.00000000E+000
     0.63003806E+000     0.38399969E+001    -0.12029731E+001     0.00000000E+000     0.29031752E-001     0.80000000E-001    -0.23735406E-001     0.00000000E+000     0.10188459E+001     0.17457697E+000    -0.87005390E-001     0.00000000E+000     0.18000000E+000     0.00000000E+000     0.14438325E+000     0.00000000E+000     0.00000000E+000     0.31536488E-001     0.51626374E-004     0.25456853E-003    -0.12398100E-003     0.00000000E+000     0.16393656E-002     0.10233635E-003     0.00000000E+000     0.18225699E-002     0.00000000E+000    -0.34120123E-002     0.00000000E+000
     0.62909119E+000     0.41826746E+001     0.11994992E+001     0.00000000E+000     0.57972502E-001     0.78746084E-001     0.33444748E-001     0.00000000E+000     0.10260310E+001     0.22824224E+000     0.25398071E-001     0.00000000E+000     0.18000000E+000     0.00000000E+000     0.14438325E+000     0.00000000E+000     0.00000000E+000     0.31536488E-001     0.67204629E-004     0.30981431E-003     0.36434034E-004     0.00000000E+000     0.15038718E-002    -0.30354335E-004     0.00000000E+000     0.16648533E-002     0.00000000E+000    -0.31025808E-002     0.00000000E+000
     0.63530535E+000    -0.47641671E+001     0.90185878E+000     0.00000000E+000     0.86642674E-002    -0.19699108E-001    -0.69367555E-002     0.00000000E+000     0.10098696E+001    -0.10062002E+000    -0.98550589E-001     0.00000000E+000     0.18000000E+000     0.00000000E+000     0.14438325E+000     0.00000000E+000     0.00000000E+000     0.31536488E-001     0.33948153E-004    -0.16432165E-003    -0.15977567E-003     0.00000000E+000     0.16986972E-002    -0.11866511E-004     0.00000000E+000     0.17617717E-002     0.00000000E+000    -0.34281358E-002     0.00000000E+000
     0.63000977E+000    -0.45749899E+001    -0.11972229E+001     0.00000000E+000     0.34697682E-001    -0.80000000E-001     0.78005608E-002     0.00000000E+000     0.10269684E+001    -0.20175866E+000    -0.11814198E+000     0.00000000E+000     0.18000000E+000     0.00000000E+000     0.14438325E+000     0.00000000E+000     0.00000000E+000     0.31536488E-001     0.58768590E-004    -0.23856596E-003    -0.14391079E-003     0.00000000E+000     0.14462518E-002    -0.16706947E-003     0.00000000E+000     0.17662400E-002     0.00000000E+000    -0.31550997E-002     0.00000000E+000
