          0.58000000          0.63598031          3.97892687         -0.70001159          4.04003407         44.00000000          0.05000000
          0.58000000          0.63000241          4.32529242          0.39837138          4.34359923         44.00000000          0.05000000
          0.58000000          0.63004238         -4.59655271          0.39573871          4.61355676         44.00000000          0.05000000
          0.58000000          0.63000815         -4.50051219         -0.39677263          4.51796841         44.00000000          0.05000000
          0.58000000          0.62809678          4.15079907         -0.30500061          4.16198970         44.00000000          0.05000000
          0.58000000          0.66656679          3.99541770          1.57925679          4.29620933         44.00000000          0.05000000
          0.58000000          0.63003806          3.83999692         -1.20297309          4.02401797         44.00000000          0.05000000
          0.58000000          0.62909119          4.18267457          1.19949922          4.35127165         44.00000000          0.05000000
          0.58000000          0.63530535         -4.76416709          0.90185878          4.84877689         44.00000000          0.05000000
          0.58000000          0.63000977         -4.57498990         -1.19722292          4.72904592         44.00000000          0.05000000
          0.58000000          0.62826044         -4.97089716          1.29747505          5.13743711         44.00000000          0.05000000
          0.58000000          0.63060863          3.79907062          2.01387106          4.29983886         44.00000000          0.05000000
          0.58000000          0.63013866          3.48400595         -2.00967081          4.02207337         44.00000000          0.05000000
          0.58000000          0.59990012          4.01845527          1.62500383          4.33458420         44.00000000          0.05000000
          0.58000000          0.62999992         -4.60072590         -1.99994624          5.01661876         44.00000000          0.05000000
          0.58000000          0.63000837         -5.18181791          1.99662410          5.55317429         44.00000000          0.05000000
          0.58000000          0.63305748          3.15916363          3.08157156          4.41320724         44.00000000          0.05000000
          0.58000000          0.63133291          2.99843640         -2.83853276          4.12890895         44.00000000          0.05000000
          0.58000000          0.62871780          3.40195900          2.68310144          4.33270798         44.00000000          0.05000000
          0.58000000          0.61776211          3.23374533         -2.44625777          4.05478556         44.00000000          0.05000000
          0.58000000          0.63001125         -4.52796648         -2.80203958          5.32483861         44.00000000          0.05000000
          0.58000000          0.63006048         -5.07834680          2.80798634          5.80296420         44.00000000          0.05000000
          0.58000000          0.63186517          2.22867580         -3.82802416          4.42953324         44.00000000          0.05000000
          0.58000000          0.63001159          3.06292945          3.60180687          4.72805981         44.00000000          0.05000000
          0.58000000          0.62864080          2.59930949         -3.42892829          4.30278503         44.00000000          0.05000000
          0.58000000          0.63149948         -4.61525553          3.68871423          5.90823123         44.00000000          0.05000000
          0.58000000          0.63005307         -4.33907719         -3.60607283          5.64192805         44.00000000          0.05000000
          0.58000000          0.62474982         -4.87160848          3.29332915          5.88035595         44.00000000          0.05000000
          0.58000000          0.63194744          1.42834110         -4.63030536          4.84560482         44.00000000          0.05000000
          0.58000000          0.62857095          1.83021190         -4.23191165          4.61072140         44.00000000          0.05000000
