          1.03677775          7.99764489          0.30015047         -7.99056648         -0.27222797          0.33640913          0.12642087
          1.03000231          8.27065147          0.15992770          8.26823156          0.13109430          0.20005636          0.09160325
          1.02706274          8.03976693          0.29547330         -8.03852853         -0.27611890          0.14110777          0.10517996
          1.03000127          8.10519697          0.29398376         -8.10273010         -0.28700849         -0.19995741          0.06365986
          1.02999820          8.31253565          0.15825973          8.31012708          0.12488670         -0.20009229          0.09720831
          1.13547593          7.98552795          0.31648194         -7.98099467         -0.29157475          0.26903659          0.12306496
          1.13000248          8.24354844          0.18242028          8.24111975          0.15670296          0.20009025          0.09338812
          1.12056323          8.02231520          0.30915094         -8.02190177         -0.29209385          0.08144375          0.10126939
          1.13000046          8.06868545          0.30910581         -8.06620696         -0.30199338         -0.19997526          0.06592725
          1.12999704          8.28493449          0.17820353          8.28251408          0.14944236         -0.20024986          0.09707462
          1.23122563          7.97090815          0.33624438         -7.96824303         -0.31416125          0.20610608          0.11984571
          1.26031900          7.99609784          0.33537899         -7.99584481         -0.32376089         -0.06361239          0.08750970
          1.23000102          8.21265062          0.21099943          8.21021419          0.18847472          0.20003298          0.09485800
          1.19365234          8.00562125          0.32296455         -8.00559274         -0.30814069          0.02136224          0.09672340
          1.22502963          8.03045309          0.32674701         -8.02736822         -0.32015683         -0.22256728          0.06529328
          1.22999690          8.25301279          0.20417071          8.25058262          0.18023741         -0.20026593          0.09591743
          1.33000417          7.95086389          0.35796940         -7.94834574         -0.33630847          0.20009163          0.12263238
          1.33589700          7.98946146          0.34954704         -7.98760715         -0.34154506         -0.17212331          0.07436468
          1.32999959          8.18506993          0.23934902          8.18262638          0.21941932          0.19998827          0.09561964
          1.30251558          8.01579172          0.34061566         -8.00898450         -0.33659435         -0.33027906          0.05218499
          1.32999696          8.22396159          0.23051348          8.22152263          0.21055909         -0.20027440          0.09381543
          1.43000343          7.93116055          0.37900977         -7.92863668         -0.35757169          0.20007011          0.12566182
          1.42999934          7.97366327          0.36891337         -7.97115382         -0.36183159         -0.20003192          0.07193727
          1.42999822          8.16054107          0.26673607          8.15809100          0.24894681          0.19995457          0.09577902
          1.42999723          8.19755817          0.25642562          8.19511137          0.23976556         -0.20027390          0.09092071
          1.53000282          7.91241727          0.39860272         -7.90988783         -0.37742217          0.20005397          0.12820542
          1.52999926          7.95515928          0.38878854         -7.95264390         -0.38186463         -0.20003520          0.07304751
          1.52999698          8.13884232          0.29271125          8.13638629          0.27672535          0.19993092          0.09540941
          1.52999768          8.17363209          0.28136365          8.17117832          0.26746061         -0.20026551          0.08735172
          1.63000232          7.89451714          0.41662545         -7.89198227         -0.39572062          0.20004186          0.13031486
          1.62999921          7.93736454          0.40713450         -7.93484348         -0.40038731         -0.20003716          0.07381397
          1.62999594          8.11974743          0.31707552          8.11728599          0.30263922          0.19991649          0.09458533
          1.62999829          8.15201464          0.30503326          8.14955473          0.29345878         -0.20025094          0.08322999
          1.73000190          7.87733655          0.43305225         -7.87479638         -0.41242928          0.20003264          0.13204671
          1.72999919          7.92018451          0.42389444         -7.91765794         -0.41733634         -0.20003825          0.07427569
          1.72999514          8.10302683          0.33980343          8.10056046          0.32671998          0.19991009          0.09338323
          1.72999900          8.13253915          0.32732604          8.13007381          0.31772931         -0.20023195          0.07867921
          1.83000154          7.86076094          0.44792358         -7.85821559         -0.42758152          0.20002547          0.13345253
          1.82999918          7.90352696          0.43908976         -7.90099506         -0.43272866         -0.20003866          0.07446961
          1.82999460          8.08846150          0.36096562          8.08599068          0.34907667          0.19991010          0.09187851
          1.82999977          8.11505109          0.34824730          8.11258098          0.34033326         -0.20021006          0.07382041
          1.93000124          7.84468890          0.46132605         -7.84213849         -0.44126036          0.20001967          0.13457717
          1.92999919          7.88730837          0.45279892         -7.88477127         -0.44663960         -0.20003838          0.07443072
          1.92999430          8.07585840          0.38068401          8.07338361          0.36985804          0.19991471          0.09014070
          1.93000054          8.09941838          0.36787132          8.09694409          0.36138709         -0.20018648          0.06876541
          2.03000096          7.82903049          0.47337265         -7.82647510         -0.45357735          0.20001479          0.13545941
          2.02999923          7.87145396          0.46513457         -7.86891177         -0.45917924         -0.20003735          0.07419296
          2.02999419          8.06506621          0.39910325          8.06258792          0.38922876          0.19992242          0.08822912
          2.03000128          8.08554265          0.38630923          8.08306472          0.38103588         -0.20016186          0.06361192
          2.13000069          7.81370101          0.48418489         -7.81114071         -0.46465340          0.20001046          0.13613310
          2.12999928          7.85589252          0.47622209         -7.85334535         -0.47047053         -0.20003553          0.07378993
          2.12999420          8.05598233          0.41637142          8.05350100          0.40735340          0.19993215          0.08618797
          2.13000194          8.07336463          0.40368607          8.07088358          0.39943377         -0.20013672          0.05843889
          2.23000044          7.79861162          0.49388165         -7.79604647         -0.47460676          0.20000651          0.13662909
          2.22999935          7.84054764          0.48618620         -7.83799554         -0.48063567         -0.20003291          0.07325553
          2.22999431          8.04854781          0.43263380          8.04606391          0.42439229          0.19994332          0.08404279
          2.23000250          8.06286054          0.42013291          8.06037689          0.41673794         -0.20011140          0.05330252
          2.33000019          7.78366225          0.50256645         -7.78109227         -0.48354019          0.20000284          0.13697418
          2.32999943          7.82533101          0.49513552         -7.82277403         -0.48978075         -0.20002955          0.07262232
          2.32999448          8.04273614          0.44801657          8.04025014          0.44048482          0.19995572          0.08180447
          2.33000292          8.05403531          0.43576786          8.05154956          0.43308944         -0.20008634          0.04824068
          2.42999996          7.76873444          0.51032327         -7.76615961         -0.49153668          0.19999938          0.13719159
          2.42999952          7.81013538          0.50315793         -7.80757353         -0.49799121         -0.20002554          0.07192118
          2.42999473          8.03853130          0.46262034          8.03604367          0.45574246          0.19996911          0.07947570
          2.43000317          8.04690549          0.45068782          8.04441813          0.44860504         -0.20006239          0.04327847
          2.52999974          7.75368631          0.51721779         -7.75110657         -0.49866061          0.19999605          0.13730203
          2.52999962          7.79482912          0.51032201         -7.79226236         -0.50533334         -0.20002093          0.07118121
          2.52999505          8.03590307          0.47651930          8.03341428          0.47024779          0.19998298          0.07705621
          2.53000323          8.04147691          0.46496710          8.03898841          0.46337613         -0.20004069          0.03843134
          2.62999953          7.73835326          0.52329842         -7.73576849         -0.50495901          0.19999275          0.13732311
          2.62999973          7.77925673          0.51667796         -7.77668496         -0.51185532         -0.20001569          0.07042901
          2.62999545          8.03479062          0.48975892          8.03230115          0.48405167          0.19999656          0.07455055
          2.63000309          8.03772823          0.47865208          8.03523902          0.47746336         -0.20002240          0.03371282
          2.72999933          7.72255339          0.52859848         -7.71996342         -0.51046424          0.19998931          0.13726839
          2.72999984          7.76324417          0.52225970         -7.76066725         -0.51758935         -0.20000969          0.06968823
          2.72999591          8.03509676          0.50235701          8.03260708          0.49717411          0.20000894          0.07197546
          2.73000276          8.03560283          0.49175785          8.03311331          0.49089347         -0.20000845          0.02914417
          2.82999914          7.70609384          0.53314247         -7.70349843         -0.51520020          0.19998553          0.13714827
          2.82999996          7.74660496          0.52709167         -7.74402268         -0.52255851         -0.20000273          0.06897991
          2.82999642          8.03668916          0.51431345          8.03419971          0.50961527          0.20001927          0.06935846
          2.83000227          8.03500471          0.50427665          8.03251523          0.50366871         -0.19999933          0.02475409
          2.92999894          7.68877844          0.53695188         -7.68617729         -0.51918815          0.19998112          0.13697074
          2.93000008          7.72914780          0.53119527         -7.72655990         -0.52678309         -0.19999448          0.06832264
          2.92999692          8.03940826          0.52562031          8.03691945          0.52136712          0.20002705          0.06673115
          2.93000168          8.03580076          0.51618885          8.03331164          0.51577872         -0.19999492          0.02057284
          3.02999874          7.67041574          0.54004920         -7.66780850         -0.52245069          0.19997581          0.13674212
          3.03000022          7.71068473          0.53459321         -7.70809089         -0.53028500         -0.19998462          0.06773270
          3.02999740          8.04307858          0.53626902          8.04059078          0.53242157          0.20003222          0.06412283
          3.03000104          8.03782843          0.52747174          8.03533995          0.52720962         -0.19999453          0.01662671
          3.12999851          7.65082703          0.54245966         -7.64821329         -0.52501363          0.19996936          0.13646673
          3.13000037          7.69103982          0.53731117         -7.68843966         -0.53308932         -0.19997273          0.06722404
          3.12999784          8.04752036          0.54625326          8.04503387          0.54277358          0.20003501          0.06155866
          3.13000040          8.04090784          0.53810325          8.03842024          0.53794771         -0.19999715          0.01293736
          3.25747942          7.60538224          0.54755526         -7.59639124         -0.52202346          0.36970145          0.16525215
          3.22770867          7.63232011          0.54403966         -7.63005782         -0.52734942          0.18581676          0.13372262
