      0.00000000E+00      0.24701869E-01      0.73768870E-01      0.77794784E-01     -0.49596372E-03     -0.38782937E-04      0.49747776E-03      0.42208886E+00     -0.44005743E-01      0.42437661E+00      0.42208886E+00     -0.44005743E-01      0.42437661E+00     -0.12019648E+00     -0.47632879E-01      0.12929070E+00     -0.14400048E+00     -0.10464106E+00      0.17800531E+00     -0.11725828E+00      0.16207085E+00      0.20004116E+00     -0.19814960E+00      0.28036140E+00      0.34331585E+00      0.54026582E-01      0.55707544E-02      0.54313027E-01      0.14503204E+00      0.88734318E-01      0.17002374E+00      0.14355898E-03     -0.96320999E-01      0.96321106E-01      0.34189048E-01     -0.27903948E+00      0.28112616E+00     -0.49720700E-01     -0.31147235E-02      0.49818165E-01     -0.17053217E+00     -0.42889394E-01      0.17584289E+00      0.23826872E-01      0.41765039E-01      0.48083660E-01      0.63357082E-01      0.19349292E+00      0.20360164E+00      0.22207386E-01     -0.12211044E-02      0.22240932E-01      0.13357884E+00     -0.11188676E-01      0.13404661E+00
      0.00000000E+00      0.24705145E-01      0.73761351E-01      0.77788695E-01     -0.49408760E-03     -0.37841998E-04      0.49553463E-03      0.42213377E+00     -0.44031493E-01      0.42442395E+00      0.42213377E+00     -0.44031493E-01      0.42442395E+00     -0.12018959E+00     -0.47632946E-01      0.12928432E+00     -0.14399091E+00     -0.10463302E+00      0.17799284E+00     -0.11727972E+00      0.16212288E+00      0.20009588E+00     -0.19820734E+00      0.28052029E+00      0.34347894E+00      0.54034080E-01      0.55670284E-02      0.54320103E-01      0.14506868E+00      0.88688157E-01      0.17003091E+00      0.13789629E-03     -0.96372499E-01      0.96372598E-01      0.34104997E-01     -0.27941843E+00      0.28149211E+00     -0.49722874E-01     -0.31046570E-02      0.49819706E-01     -0.17056584E+00     -0.42750558E-01      0.17584173E+00      0.23849281E-01      0.41788112E-01      0.48114806E-01      0.63770359E-01      0.19390093E+00      0.20411818E+00      0.22208075E-01     -0.12250147E-02      0.22241835E-01      0.13359740E+00     -0.11318508E-01      0.13407600E+00
      0.20000000E-01      0.24637444E-01      0.73453813E-01      0.77475585E-01     -0.51381978E-03     -0.71254742E-04      0.51873693E-03      0.42176988E+00     -0.43996607E-01      0.42405840E+00      0.42176988E+00     -0.43996607E-01      0.42405840E+00     -0.12008591E+00     -0.47532568E-01      0.12915097E+00     -0.14375240E+00     -0.10430495E+00      0.17760708E+00     -0.11683327E+00      0.16176516E+00      0.19954444E+00     -0.19771300E+00      0.27993959E+00      0.34271943E+00      0.53761680E-01      0.57139668E-02      0.54064477E-01      0.14400176E+00      0.88667664E-01      0.16911080E+00      0.10692257E-03     -0.96094529E-01      0.96094589E-01      0.34247742E-01     -0.27863719E+00      0.28073402E+00     -0.49372938E-01     -0.33491059E-02      0.49486397E-01     -0.16920504E+00     -0.43530074E-01      0.17471466E+00      0.23595387E-01      0.41529105E-01      0.47764096E-01      0.62870487E-01      0.19330725E+00      0.20327418E+00      0.22050025E-01     -0.98180981E-03      0.22071872E-01      0.13266836E+00     -0.99537060E-02      0.13304124E+00
      0.40000000E-01      0.24567334E-01      0.73139806E-01      0.77155590E-01     -0.53389417E-03     -0.10682652E-03      0.54447672E-03      0.42139456E+00     -0.43955026E-01      0.42368080E+00      0.42139456E+00     -0.43955026E-01      0.42368080E+00     -0.11997123E+00     -0.47430314E-01      0.12900671E+00     -0.14349813E+00     -0.10396898E+00      0.17720401E+00     -0.11637240E+00      0.16139550E+00      0.19897498E+00     -0.19719081E+00      0.27935653E+00      0.34194194E+00      0.53485730E-01      0.58667321E-02      0.53806523E-01      0.14289818E+00      0.88661461E-01      0.16816880E+00      0.69929809E-04     -0.95806423E-01      0.95806449E-01      0.34301662E-01     -0.27785040E+00      0.27995973E+00     -0.49015374E-01     -0.35951840E-02      0.49147047E-01     -0.16781707E+00     -0.44397848E-01      0.17359072E+00      0.23342933E-01      0.41261340E-01      0.47406652E-01      0.62149770E-01      0.19258068E+00      0.20236085E+00      0.21891540E-01     -0.73853432E-03      0.21903994E-01      0.13186264E+00     -0.84544453E-02      0.13213339E+00
      0.60000000E-01      0.24496782E-01      0.72822198E-01      0.76832057E-01     -0.55432313E-03     -0.14456186E-03      0.57286321E-03      0.42100836E+00     -0.43903281E-01      0.42329131E+00      0.42100836E+00     -0.43903281E-01      0.42329131E+00     -0.11985097E+00     -0.47327333E-01      0.12885702E+00     -0.14324079E+00     -0.10362938E+00      0.17679641E+00     -0.11590203E+00      0.16101026E+00      0.19838746E+00     -0.19665822E+00      0.27875392E+00      0.34114250E+00      0.53207833E-01      0.60230522E-02      0.53547648E-01      0.14179002E+00      0.88653668E-01      0.16722405E+00      0.31805899E-04     -0.95506169E-01      0.95506175E-01      0.34341537E-01     -0.27704144E+00      0.27916179E+00     -0.48650387E-01     -0.38385770E-02      0.48801587E-01     -0.16642402E+00     -0.45265293E-01      0.17247000E+00      0.23086964E-01      0.40987031E-01      0.47041945E-01      0.61447770E-01      0.19182225E+00      0.20142394E+00      0.21730139E-01     -0.49732909E-03      0.21735830E-01      0.13107677E+00     -0.69414794E-02      0.13126044E+00
      0.80000000E-01      0.24428958E-01      0.72504760E-01      0.76509570E-01     -0.57636718E-03     -0.18512922E-03      0.60536928E-03      0.42061780E+00     -0.43824225E-01      0.42289466E+00      0.42061780E+00     -0.43824225E-01      0.42289466E+00     -0.11973121E+00     -0.47205976E-01      0.12870108E+00     -0.14299325E+00     -0.10326196E+00      0.17638056E+00     -0.11543844E+00      0.16061254E+00      0.19779389E+00     -0.19615322E+00      0.27813621E+00      0.34034664E+00      0.52915976E-01      0.61745784E-02      0.53275003E-01      0.14065677E+00      0.88610982E-01      0.16624149E+00     -0.83903046E-05     -0.95209199E-01      0.95209199E-01      0.34388816E-01     -0.27628082E+00      0.27841279E+00     -0.48274624E-01     -0.40907248E-02      0.48447635E-01     -0.16498530E+00     -0.46160184E-01      0.17132108E+00      0.22832733E-01      0.40705465E-01      0.46671925E-01      0.60817499E-01      0.19108761E+00      0.20053240E+00      0.21569373E-01     -0.24952554E-03      0.21570816E-01      0.13032521E+00     -0.53438737E-02      0.13043473E+00
      0.10000000E+00      0.24348808E-01      0.72174908E-01      0.76171398E-01     -0.59560680E-03     -0.22548947E-03      0.63686181E-03      0.42019146E+00     -0.43777430E-01      0.42246577E+00      0.42019146E+00     -0.43777430E-01      0.42246577E+00     -0.11959179E+00     -0.47127179E-01      0.12854248E+00     -0.14271140E+00     -0.10295014E+00      0.17596953E+00     -0.11491717E+00      0.16018597E+00      0.19714335E+00     -0.19551973E+00      0.27746437E+00      0.33943253E+00      0.52660134E-01      0.63403801E-02      0.53040457E-01      0.13961202E+00      0.88618559E-01      0.16536252E+00     -0.40517346E-04     -0.94869370E-01      0.94869379E-01      0.34412149E-01     -0.27532296E+00      0.27746518E+00     -0.47900420E-01     -0.43136784E-02      0.48094262E-01     -0.16366126E+00     -0.46941245E-01      0.17026006E+00      0.22559540E-01      0.40423246E-01      0.46292242E-01      0.60008693E-01      0.19021500E+00      0.19945623E+00      0.21392120E-01     -0.17303451E-04      0.21392127E-01      0.12951067E+00     -0.39800984E-02      0.12957181E+00
      0.12000000E+00      0.24277642E-01      0.71847460E-01      0.75838390E-01     -0.61830217E-03     -0.26830248E-03      0.67400579E-03      0.41978078E+00     -0.43707717E-01      0.42205007E+00      0.41978078E+00     -0.43707717E-01      0.42205007E+00     -0.11944726E+00     -0.47035402E-01      0.12837436E+00     -0.14243506E+00     -0.10261939E+00      0.17555195E+00     -0.11442121E+00      0.15974690E+00      0.19649755E+00     -0.19495439E+00      0.27678076E+00      0.33854808E+00      0.52371594E-01      0.65006202E-02      0.52773496E-01      0.13850093E+00      0.88595259E-01      0.16441298E+00     -0.87470820E-04     -0.94540908E-01      0.94540948E-01      0.34422774E-01     -0.27444210E+00      0.27659247E+00     -0.47527386E-01     -0.45524086E-02      0.47744914E-01     -0.16230744E+00     -0.47785787E-01      0.16919571E+00      0.22282077E-01      0.40135478E-01      0.45905856E-01      0.59267148E-01      0.18936670E+00      0.19842465E+00      0.21218363E-01      0.22639211E-03      0.21219571E-01      0.12875835E+00     -0.25251132E-02      0.12878311E+00
      0.14000000E+00      0.24196970E-01      0.71515565E-01      0.75498142E-01     -0.63788272E-03     -0.31338253E-03      0.71070597E-03      0.41932496E+00     -0.43609499E-01      0.42158654E+00      0.41932496E+00     -0.43609499E-01      0.42158654E+00     -0.11931334E+00     -0.46910803E-01      0.12820412E+00     -0.14217283E+00     -0.10223484E+00      0.17511446E+00     -0.11389777E+00      0.15931417E+00      0.19584103E+00     -0.19433836E+00      0.27611313E+00      0.33764754E+00      0.52103031E-01      0.66780662E-02      0.52529253E-01      0.13743244E+00      0.88597846E-01      0.16351530E+00     -0.10997444E-03     -0.94182886E-01      0.94182950E-01      0.34483886E-01     -0.27347134E+00      0.27563692E+00     -0.47117551E-01     -0.47814198E-02      0.47359535E-01     -0.16087198E+00     -0.48578554E-01      0.16804663E+00      0.22024152E-01      0.39829343E-01      0.45513074E-01      0.58569455E-01      0.18846223E+00      0.19735348E+00      0.21050577E-01      0.44462372E-03      0.21055272E-01      0.12801000E+00     -0.11419891E-02      0.12801510E+00
      0.16000000E+00      0.24123026E-01      0.71180457E-01      0.75157021E-01     -0.65801031E-03     -0.35981188E-03      0.74996144E-03      0.41887852E+00     -0.43518755E-01      0.42113311E+00      0.41887852E+00     -0.43518755E-01      0.42113311E+00     -0.11916458E+00     -0.46807312E-01      0.12802782E+00     -0.14189708E+00     -0.10188095E+00      0.17468403E+00     -0.11337573E+00      0.15885378E+00      0.19516296E+00     -0.19373471E+00      0.27539786E+00      0.33671519E+00      0.51819955E-01      0.68476671E-02      0.52270434E-01      0.13633789E+00      0.88571875E-01      0.16258228E+00     -0.14621768E-03     -0.93827171E-01      0.93827285E-01      0.34506258E-01     -0.27252266E+00      0.27469852E+00     -0.46719406E-01     -0.50141416E-02      0.46987706E-01     -0.15949823E+00     -0.49386903E-01      0.16696931E+00      0.21747709E-01      0.39524544E-01      0.45112664E-01      0.57815669E-01      0.18755996E+00      0.19626867E+00      0.20872165E-01      0.67433867E-03      0.20883056E-01      0.12724947E+00      0.26983715E-03      0.12724975E+00
