   2.540  -0.621E-02   0.144E-03   0.333E-03   0.239E-04   0.150E-02   0.485E-02  -0.123E-02
   2.560  -0.616E-02   0.140E-03   0.323E-03   0.208E-04   0.147E-02   0.482E-02  -0.124E-02
   2.580  -0.610E-02   0.137E-03   0.314E-03   0.177E-04   0.143E-02   0.480E-02  -0.124E-02
   2.600  -0.605E-02   0.133E-03   0.304E-03   0.146E-04   0.140E-02   0.478E-02  -0.124E-02
   2.620  -0.600E-02   0.129E-03   0.294E-03   0.115E-04   0.137E-02   0.476E-02  -0.125E-02
   2.640  -0.595E-02   0.125E-03   0.284E-03   0.838E-05   0.133E-02   0.474E-02  -0.125E-02
   2.660  -0.590E-02   0.121E-03   0.274E-03   0.531E-05   0.130E-02   0.472E-02  -0.125E-02
   2.680  -0.585E-02   0.117E-03   0.265E-03   0.225E-05   0.127E-02   0.470E-02  -0.126E-02
   2.700  -0.581E-02   0.113E-03   0.255E-03  -0.792E-06   0.124E-02   0.468E-02  -0.126E-02
   2.720  -0.576E-02   0.110E-03   0.245E-03  -0.382E-05   0.121E-02   0.466E-02  -0.126E-02
   2.740  -0.571E-02   0.106E-03   0.236E-03  -0.684E-05   0.118E-02   0.464E-02  -0.127E-02
   2.760  -0.565E-02   0.963E-04   0.217E-03  -0.127E-04   0.113E-02   0.462E-02  -0.127E-02
   2.780  -0.561E-02   0.916E-04   0.207E-03  -0.161E-04   0.110E-02   0.460E-02  -0.128E-02
   2.800  -0.555E-02   0.854E-04   0.193E-03  -0.207E-04   0.106E-02   0.457E-02  -0.128E-02
   2.820  -0.551E-02   0.807E-04   0.183E-03  -0.241E-04   0.103E-02   0.455E-02  -0.128E-02
   2.840  -0.546E-02   0.753E-04   0.171E-03  -0.283E-04   0.996E-03   0.453E-02  -0.129E-02
   2.860  -0.541E-02   0.711E-04   0.161E-03  -0.313E-04   0.967E-03   0.451E-02  -0.129E-02
   2.880  -0.537E-02   0.670E-04   0.152E-03  -0.341E-04   0.938E-03   0.449E-02  -0.129E-02
   2.900  -0.532E-02   0.629E-04   0.142E-03  -0.370E-04   0.910E-03   0.447E-02  -0.129E-02
   2.920  -0.528E-02   0.587E-04   0.133E-03  -0.398E-04   0.882E-03   0.445E-02  -0.130E-02
   2.940  -0.523E-02   0.545E-04   0.123E-03  -0.426E-04   0.854E-03   0.443E-02  -0.130E-02
   2.960  -0.519E-02   0.503E-04   0.114E-03  -0.454E-04   0.826E-03   0.441E-02  -0.130E-02
   2.980  -0.515E-02   0.461E-04   0.104E-03  -0.482E-04   0.799E-03   0.439E-02  -0.130E-02
   3.000  -0.510E-02   0.418E-04   0.947E-04  -0.510E-04   0.772E-03   0.437E-02  -0.130E-02
   3.020  -0.506E-02   0.375E-04   0.852E-04  -0.537E-04   0.745E-03   0.435E-02  -0.130E-02
   3.040  -0.502E-02   0.332E-04   0.758E-04  -0.565E-04   0.718E-03   0.433E-02  -0.130E-02
   3.060  -0.498E-02   0.289E-04   0.664E-04  -0.592E-04   0.692E-03   0.431E-02  -0.131E-02
   3.080  -0.494E-02   0.246E-04   0.570E-04  -0.619E-04   0.666E-03   0.429E-02  -0.131E-02
   3.100  -0.490E-02   0.202E-04   0.476E-04  -0.646E-04   0.640E-03   0.427E-02  -0.131E-02
   3.120  -0.486E-02   0.158E-04   0.382E-04  -0.672E-04   0.615E-03   0.425E-02  -0.131E-02
   3.140  -0.482E-02   0.114E-04   0.289E-04  -0.699E-04   0.590E-03   0.423E-02  -0.131E-02
   3.160  -0.478E-02   0.697E-05   0.195E-04  -0.725E-04   0.565E-03   0.422E-02  -0.131E-02
   3.180  -0.474E-02   0.252E-05   0.102E-04  -0.751E-04   0.540E-03   0.420E-02  -0.131E-02
   3.200  -0.470E-02  -0.194E-05   0.938E-06  -0.777E-04   0.516E-03   0.418E-02  -0.131E-02
